concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed
vdcr_concept_0218,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰崖崩解,Ice Cliff Calving,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Ice Cliff Calving"", ""冰崖崩解""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ice Cliff Calving
vdcr_concept_0219,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,板状雪崩释放,Slab Avalanche Release,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Slab Avalanche Release"", ""板状雪崩释放""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Slab Avalanche Release
vdcr_concept_0220,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,雪板冠状裂缝传播,Snow Slab Crown Crack Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Snow Slab Crown Crack Propagation"", ""雪板冠状裂缝传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Snow Slab Crown Crack Propagation
vdcr_concept_0221,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川跃动,Glacier Surge,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Glacier Surge"", ""冰川跃动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Glacier Surge
vdcr_concept_0222,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,火旋风涡旋形成,Fire-Whirl Vortex Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,high,medium,"[""Fire-Whirl Vortex Formation"", ""火旋风涡旋形成"", ""Fire Whirl"", ""火旋风""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fire-Whirl Vortex Formation
vdcr_concept_0223,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,树冠火转变,Crown Fire Transition,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crown Fire Transition"", ""树冠火转变""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crown Fire Transition
vdcr_concept_0224,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,飞火传播,Spot Fire Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Spot Fire Propagation"", ""飞火传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spot Fire Propagation
vdcr_concept_0225,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,烟羽对流上升,Convective Smoke Plume Rise,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Convective Smoke Plume Rise"", ""烟羽对流上升""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Convective Smoke Plume Rise
vdcr_concept_0226,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,阵风驱动火线推进,Wind-Driven Fire-Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Wind-Driven Fire-Front Propagation"", ""阵风驱动火线推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wind-Driven Fire-Front Propagation
vdcr_concept_0227,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,火积云发展,Pyrocumulus Development,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pyrocumulus Development"", ""火积云发展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pyrocumulus Development
vdcr_concept_0228,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,沙粒跃移,Aeolian Saltation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Saltation"", ""沙粒跃移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Saltation
vdcr_concept_0229,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,风成波纹形成,Aeolian Ripple Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Ripple Formation"", ""风成波纹形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Ripple Formation
vdcr_concept_0230,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,新月形沙丘迁移,Barchan Dune Migration,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Barchan Dune Migration"", ""新月形沙丘迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Barchan Dune Migration
vdcr_concept_0231,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,沙丘雪崩面滑移,Dune Slip-Face Avalanche,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Dune Slip-Face Avalanche"", ""沙丘雪崩面滑移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dune Slip-Face Avalanche
vdcr_concept_0232,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,尘暴锋面推进,Dust Storm Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Dust Storm Front Propagation"", ""尘暴锋面推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dust Storm Front Propagation
vdcr_concept_0233,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,风沙流分选,Aeolian Granular Sorting,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Granular Sorting"", ""风沙流分选""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Granular Sorting
vdcr_concept_0234,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,卷破波,Plunging Breaker,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,high,medium,"[""Plunging Breaker"", ""卷破波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Plunging Breaker
vdcr_concept_0235,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,潮汐涌浪,Tidal Bore,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Tidal Bore"", ""潮汐涌浪""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tidal Bore
vdcr_concept_0236,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,风暴潮推进,Storm Surge Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Storm Surge Propagation"", ""风暴潮推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Storm Surge Propagation
vdcr_concept_0237,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,近岸裂流形成,Rip Current Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rip Current Formation"", ""近岸裂流形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rip Current Formation
vdcr_concept_0238,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,波浪折射,Wave Refraction,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Wave Refraction"", ""波浪折射""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wave Refraction
vdcr_concept_0239,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,海蚀崖后退,Sea-Cliff Retreat,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Sea-Cliff Retreat"", ""海蚀崖后退""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Sea-Cliff Retreat
vdcr_concept_0240,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,沟蚀扩展,Gully Headcut Retreat,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gully Headcut Retreat"", ""沟蚀扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gully Headcut Retreat
vdcr_concept_0241,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,溯源侵蚀,Headward Erosion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Headward Erosion"", ""溯源侵蚀""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Headward Erosion
vdcr_concept_0242,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,三角洲分流改道,Delta Lobe Avulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Delta Lobe Avulsion"", ""三角洲分流改道""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Delta Lobe Avulsion
vdcr_concept_0243,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,海岸沙嘴延伸,Spit Progradation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Spit Progradation"", ""海岸沙嘴延伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spit Progradation
vdcr_concept_0244,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,冲沟网络扩展,Rill Network Expansion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rill Network Expansion"", ""冲沟网络扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rill Network Expansion
vdcr_concept_0245,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,泥沙重力流分层,Stratified Sediment Gravity Flow,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Stratified Sediment Gravity Flow"", ""泥沙重力流分层""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stratified Sediment Gravity Flow
vdcr_concept_0246,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,冻结诱导相分离,Freeze-Induced Phase Separation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Freeze-Induced Phase Separation"", ""冻结诱导相分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Freeze-Induced Phase Separation
vdcr_concept_0247,earth_environmental_systems,地球环境过程,earth_family_10,地球物理与地震波动力学,地震波传播,Seismic Wave Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismic Wave Propagation"", ""地震波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismic Wave Propagation
vdcr_concept_0248,physics_physical_systems,自然物理规律,physics_family_09,低雷诺数层流与可逆性,斯托克斯流运动学可逆性,Stokes Flow Kinematic Reversibility,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Stokes Flow Kinematic Reversibility"", ""Kinematic Reversibility"", ""Low-Reynolds-Number Flow Reversibility"", ""Stokes Flow Reversibility"", ""斯托克斯流运动学可逆性"", ""低雷诺数流动可逆性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stokes Flow Kinematic Reversibility
