concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed,concept_validity_tier,tier_reason,recommended_answer_en,recommended_answer_zh,production_gate
vdcr_concept_0151,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,双稳态捕虫夹闭合,Bistable Snap-Trap Closure,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Bistable Snap-Trap Closure"", ""双稳态捕虫夹闭合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bistable Snap-Trap Closure,core_main,strong_named_temporal_signature,Bistable Snap-Trap Closure,双稳态捕虫夹闭合,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0152,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,变形虫式趋化爬行,Amoeboid Chemotactic Crawling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Amoeboid Chemotactic Crawling"", ""变形虫式趋化爬行""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Amoeboid Chemotactic Crawling,strict_main_candidate,usable_only_after_video_specific_gate,Amoeboid Chemotactic Crawling,变形虫式趋化爬行,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0153,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,细胞质流动,Cytoplasmic Streaming,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Cytoplasmic Streaming"", ""细胞质流动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cytoplasmic Streaming,core_main,strong_named_temporal_signature,Cytoplasmic Streaming,细胞质流动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0154,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,有丝分裂染色体分离,Mitotic Chromosome Segregation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Mitotic Chromosome Segregation"", ""有丝分裂染色体分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mitotic Chromosome Segregation,core_main,strong_named_temporal_signature,Mitotic Chromosome Segregation,有丝分裂染色体分离,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0155,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,胞质分裂沟收缩,Cytokinetic Furrow Ingression,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cytokinetic Furrow Ingression"", ""胞质分裂沟收缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cytokinetic Furrow Ingression,strict_main_candidate,usable_only_after_video_specific_gate,Cytokinetic Furrow Ingression,胞质分裂沟收缩,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0156,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,中性粒细胞趋化,Neutrophil Chemotaxis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Neutrophil Chemotaxis"", ""中性粒细胞趋化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Neutrophil Chemotaxis,strict_main_candidate,usable_only_after_video_specific_gate,Neutrophil Chemotaxis,中性粒细胞趋化,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0157,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,轴突运输,Axonal Transport,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Axonal Transport"", ""轴突运输""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Axonal Transport,strict_main_candidate,usable_only_after_video_specific_gate,Axonal Transport,轴突运输,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0158,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,纤毛节律摆动,Ciliary Beating,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Ciliary Beating"", ""纤毛节律摆动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ciliary Beating,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Coordinated Ciliary Beating Dynamics,协同纤毛摆动动态,must_show_coordinated_repeated_ciliary_motion_or_metachronal_pattern_not_static_cell_structure
vdcr_concept_0159,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,钙波传播,Calcium Wave Propagation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Calcium Wave Propagation"", ""钙波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Calcium Wave Propagation,core_main,strong_named_temporal_signature,Calcium Wave Propagation,钙波传播,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0160,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,光漂白后荧光恢复,FRAP Recovery,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""FRAP Recovery"", ""光漂白后荧光恢复""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,FRAP Recovery,extension,valid_experimental_concept_but_depends_on_operation_context,FRAP Recovery,光漂白后荧光恢复,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0161,biology_living_systems,生命过程机制,biology_family_05,细胞运动与显微动态,线粒体分裂-融合动态,Mitochondrial Fission-Fusion Dynamics,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Mitochondrial Fission-Fusion Dynamics"", ""线粒体分裂-融合动态""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mitochondrial Fission-Fusion Dynamics,strict_main_candidate,usable_only_after_video_specific_gate,Mitochondrial Fission-Fusion Dynamics,线粒体分裂-融合动态,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0162,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞吞作用,Endocytosis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Endocytosis"", ""胞吞作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Endocytosis,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Endocytosis,胞吞作用,must_show_membrane_invagination_and_vesicle_formation_not_static_cell_image
vdcr_concept_0163,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞吐作用,Exocytosis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Exocytosis"", ""胞吐作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Exocytosis,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Exocytosis,胞吐作用,must_show_vesicle_motion_fusion_or_release_not_static_cell_image
vdcr_concept_0164,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,吞噬作用,Phagocytosis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Phagocytosis"", ""吞噬作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phagocytosis,strict_main_candidate,usable_only_after_video_specific_gate,Phagocytosis,吞噬作用,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0165,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,囊泡出芽,Vesicle Budding,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Vesicle Budding"", ""囊泡出芽""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Vesicle Budding,strict_main_candidate,usable_only_after_video_specific_gate,Vesicle Budding,囊泡出芽,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0166,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,囊泡融合,Vesicle Fusion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Vesicle Fusion"", ""囊泡融合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Vesicle Fusion,strict_main_candidate,usable_only_after_video_specific_gate,Vesicle Fusion,囊泡融合,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0167,biology_living_systems,生命过程机制,biology_family_06,细胞膜与囊泡运输,胞饮作用,Pinocytosis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pinocytosis"", ""胞饮作用""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pinocytosis,strict_main_candidate,usable_only_after_video_specific_gate,Pinocytosis,胞饮作用,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0168,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,微管动态不稳定性,Microtubule Dynamic Instability,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Microtubule Dynamic Instability"", ""微管动态不稳定性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Microtubule Dynamic Instability,core_main,strong_named_temporal_signature,Microtubule Dynamic Instability,微管动态不稳定性,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0169,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,肌动蛋白波,Actin Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Actin Wave"", ""肌动蛋白波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Actin Wave,strict_main_candidate,usable_only_after_video_specific_gate,Actin Wave,肌动蛋白波,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0170,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,片状伪足延伸,Lamellipodium Extension,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Lamellipodium Extension"", ""片状伪足延伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lamellipodium Extension,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Actin-Driven Lamellipodium Extension,肌动蛋白驱动片状伪足延伸,must_show_actin_driven_sheetlike_cell_edge_protrusion_over_time
vdcr_concept_0171,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,丝状伪足探伸,Filopodium Protrusion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Filopodium Protrusion"", ""丝状伪足探伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Filopodium Protrusion,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Actin-Driven Filopodium Protrusion,肌动蛋白驱动丝状伪足探伸,must_show_thin_actin_rich_protrusion_extension_and_retraction_or_exploration_over_time
vdcr_concept_0172,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,细胞收缩环收缩,Actomyosin Contractile Ring Constriction,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Actomyosin Contractile Ring Constriction"", ""细胞收缩环收缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Actomyosin Contractile Ring Constriction,strict_main_candidate,usable_only_after_video_specific_gate,Actomyosin Contractile Ring Constriction,细胞收缩环收缩,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0173,biology_living_systems,生命过程机制,biology_family_07,细胞骨架与细胞形变,细胞膜起泡,Membrane Blebbing,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Membrane Blebbing"", ""细胞膜起泡""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Membrane Blebbing,strict_main_candidate,usable_only_after_video_specific_gate,Membrane Blebbing,细胞膜起泡,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0174,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,胚胎卵裂分裂序列,Embryonic Cleavage Division Sequence,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Embryonic Cleavage Division Sequence"", ""胚胎卵裂分裂序列"", ""Cleavage"", ""卵裂""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Embryonic Cleavage Division Sequence,strict_main_candidate,usable_only_after_video_specific_gate,Early Embryonic Cleavage Sequence,早期胚胎卵裂序列,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0175,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,原肠胚形成,Gastrulation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gastrulation"", ""原肠胚形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gastrulation,core_main,strong_named_temporal_signature,Gastrulation,原肠胚形成,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0176,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,汇聚延伸运动,Convergent Extension,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Convergent Extension"", ""汇聚延伸运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Convergent Extension,defer_or_remove,often_requires_labeled_microscopy_or_developmental_context,Convergent Extension,汇聚延伸运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0177,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,神经管闭合,Neural Tube Closure,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Neural Tube Closure"", ""神经管闭合""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Neural Tube Closure,defer_or_remove,often_requires_labeled_microscopy_or_developmental_context,Neural Tube Closure,神经管闭合,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0178,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,上皮-间质转化,Epithelial-Mesenchymal Transition,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Epithelial-Mesenchymal Transition"", ""上皮-间质转化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Epithelial-Mesenchymal Transition,defer_or_remove,often_requires_labeled_microscopy_or_marker_context,Epithelial-Mesenchymal Transition,上皮-间质转化,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0179,biology_living_systems,生命过程机制,biology_family_08,发育与形态发生动态,组织内陷,Tissue Invagination,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Tissue Invagination"", ""组织内陷""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tissue Invagination,strict_main_candidate,usable_only_after_video_specific_gate,Tissue Invagination,组织内陷,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0180,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,气孔开闭,Stomatal Opening and Closing,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Stomatal Opening and Closing"", ""气孔开闭""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stomatal Opening and Closing,core_main,strong_named_temporal_signature,Guard-Cell Turgor-Driven Stomatal Aperture Dynamics,保卫细胞膨压驱动气孔孔径动态,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0181,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,叶绿体光定位运动,Chloroplast Photorelocation Movement,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Chloroplast Photorelocation Movement"", ""叶绿体光定位运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chloroplast Photorelocation Movement,strict_main_candidate,usable_only_after_video_specific_gate,Chloroplast Photorelocation Movement,叶绿体光定位运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0182,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,花粉管趋化生长,Pollen Tube Chemotropic Growth,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pollen Tube Chemotropic Growth"", ""花粉管趋化生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pollen Tube Chemotropic Growth,strict_main_candidate,usable_only_after_video_specific_gate,Pollen Tube Chemotropic Growth,花粉管趋化生长,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0183,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,根毛极性生长,Root Hair Tip Growth,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Root Hair Tip Growth"", ""根毛极性生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Root Hair Tip Growth,strict_main_candidate,usable_only_after_video_specific_gate,Root Hair Tip Growth,根毛极性生长,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0184,biology_living_systems,生命过程机制,biology_family_09,植物细胞与器官动态响应,质壁分离与复原,Plasmolysis and Deplasmolysis,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Plasmolysis and Deplasmolysis"", ""质壁分离与复原""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Plasmolysis and Deplasmolysis,strict_main_candidate,usable_only_after_video_specific_gate,Plasmolysis and Deplasmolysis,质壁分离与复原,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0185,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,细菌趋化游动,Bacterial Chemotaxis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Bacterial Chemotaxis"", ""细菌趋化游动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bacterial Chemotaxis,core_main,strong_named_temporal_signature,Bacterial Chemotaxis,细菌趋化游动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0186,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,细菌集群运动,Bacterial Swarming Motility,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Bacterial Swarming Motility"", ""细菌集群运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bacterial Swarming Motility,strict_main_candidate,usable_only_after_video_specific_gate,Bacterial Swarming Motility,细菌集群运动,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0187,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,生物膜扩张,Biofilm Expansion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Biofilm Expansion"", ""生物膜扩张""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Biofilm Expansion,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Biofilm Colony Expansion Dynamics,生物膜群落扩张动态,must_show_colony_front_expansion_or_collective_growth_dynamics_over_time
vdcr_concept_0188,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,群体感应波,Quorum-Sensing Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Quorum-Sensing Wave"", ""群体感应波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Quorum-Sensing Wave,strict_main_candidate,usable_only_after_video_specific_gate,Quorum-Sensing Wave,群体感应波,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0189,biology_living_systems,生命过程机制,biology_family_10,微生物与群体动力学,黏菌聚集,Slime Mold Aggregation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Slime Mold Aggregation"", ""黏菌聚集""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Slime Mold Aggregation,strict_main_candidate,usable_only_after_video_specific_gate,Slime Mold Aggregation,黏菌聚集,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0190,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,下击暴流出流扩散,Downburst / Microburst Outflow,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Downburst / Microburst Outflow"", ""下击暴流出流扩散"", ""Downburst"", ""Microburst Outflow""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Downburst / Microburst Outflow,core_main,strong_named_temporal_signature,Downburst / Microburst Outflow,下击暴流出流扩散,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0191,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,超级单体中气旋旋转,Supercell Mesocyclone Rotation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Supercell Mesocyclone Rotation"", ""超级单体中气旋旋转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Supercell Mesocyclone Rotation,core_main,strong_named_temporal_signature,Supercell Mesocyclone Rotation,超级单体中气旋旋转,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0192,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,龙卷生成,Tornadogenesis,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Tornadogenesis"", ""龙卷生成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tornadogenesis,core_main,strong_named_temporal_signature,Tornadogenesis,龙卷生成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0193,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,墙云旋转,Wall Cloud Rotation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Wall Cloud Rotation"", ""墙云旋转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wall Cloud Rotation,strict_main_candidate,usable_only_after_video_specific_gate,Wall Cloud Rotation,墙云旋转,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0194,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,阵风锋推进,Gust Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gust Front Propagation"", ""阵风锋推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gust Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Gust Front Propagation,阵风锋推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0195,earth_environmental_systems,地球环境过程,earth_family_01,大气风暴动力学,陆龙卷发展,Landspout Development,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Landspout Development"", ""陆龙卷发展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Landspout Development,strict_main_candidate,usable_only_after_video_specific_gate,Landspout Development,陆龙卷发展,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0196,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,曲流河裁弯取直,Meander Neck Cutoff,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Meander Neck Cutoff"", ""曲流河裁弯取直""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Meander Neck Cutoff,core_main,strong_named_temporal_signature,Meander Neck Cutoff,曲流河裁弯取直,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0197,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,凹岸侵蚀与凸岸沉积,Cutbank Erosion / Point-Bar Deposition,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cutbank Erosion / Point-Bar Deposition"", ""凹岸侵蚀与凸岸沉积"", ""Cutbank Erosion"", ""Point-Bar Deposition""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cutbank Erosion / Point-Bar Deposition,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Cutbank Erosion / Point-Bar Deposition,凹岸侵蚀与凸岸沉积,must_show_channel_boundary_retreat_and_opposite_bar_or_inner_bank_accretion_over_time_not_static_meander_geometry
vdcr_concept_0198,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,河流决口改道,River Avulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""River Avulsion"", ""河流决口改道""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,River Avulsion,strict_main_candidate,usable_only_after_video_specific_gate,River Avulsion,河流决口改道,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0199,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,辫状河道迁移,Braided Channel Migration,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Braided Channel Migration"", ""辫状河道迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Braided Channel Migration,strict_main_candidate,usable_only_after_video_specific_gate,Braided Channel Migration,辫状河道迁移,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0200,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,泥沙跃移,Sediment Saltation,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Sediment Saltation"", ""泥沙跃移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Sediment Saltation,core_main,strong_named_temporal_signature,Sediment Saltation,泥沙跃移,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0201,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,浊流推进,Turbidity Current Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Turbidity Current Propagation"", ""浊流推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Turbidity Current Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Turbidity Current Propagation,浊流推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
