search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes
crank rocker linkage output path video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation,principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation
straight line linkage mechanism video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation,principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation
cam follower mechanism slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Rotating cam makes a follower rise, dwell, and fall.",principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum,principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum
cam profile follower rise dwell fall video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Rotating cam makes a follower rise, dwell, and fall.",principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum,principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum
valve cam mechanism animation,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Rotating cam makes a follower rise, dwell, and fall.",principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum,principle_id=ENG_MCH_002; priority=core; reject=Reject rotating disks without follower contact.; hard_negative_family=linkage; gear ratio; pendulum
clock escapement mechanism slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Oscillator motion locks/unlocks teeth and gear advances one step at a time.,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only
anchor escapement gear step video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Oscillator motion locks/unlocks teeth and gear advances one step at a time.,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only
watch escapement slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Oscillator motion locks/unlocks teeth and gear advances one step at a time.,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only
ratchet mechanism one way motion video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Pawl engages teeth during one direction and slips/resets in the other.,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch
pawl ratchet intermittent motion slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Pawl engages teeth during one direction and slips/resets in the other.,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch
valve flow control transparent video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve position changes are followed by flow-rate, jet, or level changes.",principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon,principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon
flow control valve pressure drop video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve position changes are followed by flow-rate, jet, or level changes.",principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon,principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon
transparent ball valve water flow,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Valve position changes are followed by flow-rate, jet, or level changes.",principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon,principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon
peristaltic pump flow visualization video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Piston, diaphragm, peristaltic rollers, or impeller motion drives visible one-way flow.",principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow,principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow
diaphragm pump transparent flow video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Piston, diaphragm, peristaltic rollers, or impeller motion drives visible one-way flow.",principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow,principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow
piston pump one way valve video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Piston, diaphragm, peristaltic rollers, or impeller motion drives visible one-way flow.",principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow,principle_id=ENG_PRS_002; priority=core; reject=Reject source-only pump videos without visible fluid movement.; hard_negative_family=siphon; capillary action; open-channel flow
feedback control valve level system video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,A disturbance or setpoint change is followed by actuator response and variable stabilization.,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow
PID level control tank video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,A disturbance or setpoint change is followed by actuator response and variable stabilization.,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow
closed loop process control demonstration,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,A disturbance or setpoint change is followed by actuator response and variable stabilization.,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow
vacuum filtration filter cake formation video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Filtrate passes through while a solid cake accumulates upstream.,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion
pressure filtration porous media video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Filtrate passes through while a solid cake accumulates upstream.,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion
membrane filtration particle retention video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Filtrate passes through while a solid cake accumulates upstream.,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion
sedimentation separation time lapse,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Suspension clears from top while particles accumulate at bottom.,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation
settling column particles time lapse,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Suspension clears from top while particles accumulate at bottom.,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation
clarification suspension settling video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Suspension clears from top while particles accumulate at bottom.,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation,principle_id=ENG_SEP_002; priority=core; reject=Reject shaking or centrifuge if gravity settling is not the mechanism.; hard_negative_family=precipitation; filtration; centrifugation
Brazil nut effect granular segregation video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Larger particles rise or appear at the top under repeated shaking.,principle_id=ENG_SEP_003; priority=core; reject=Reject static layered bins or manual sorting.; hard_negative_family=sediment sorting; sieving; buoyancy,principle_id=ENG_SEP_003; priority=core; reject=Reject static layered bins or manual sorting.; hard_negative_family=sediment sorting; sieving; buoyancy
vibrated granular mixture size segregation video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Larger particles rise or appear at the top under repeated shaking.,principle_id=ENG_SEP_003; priority=core; reject=Reject static layered bins or manual sorting.; hard_negative_family=sediment sorting; sieving; buoyancy,principle_id=ENG_SEP_003; priority=core; reject=Reject static layered bins or manual sorting.; hard_negative_family=sediment sorting; sieving; buoyancy
fluid mixing dye visualization video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,Colored fluids or particles are stretched into filaments and distributed through the volume.,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing
static mixer dye stretching folding video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,Colored fluids or particles are stretched into filaments and distributed through the volume.,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing
impeller mixing dispersion video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,Colored fluids or particles are stretched into filaments and distributed through the volume.,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing
spray coating droplet deposition slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,"Droplets impact, spread, merge, and form a continuous layer.",principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion,principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion
coating wetting contact angle video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,"Droplets impact, spread, merge, and form a continuous layer.",principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion,principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion
droplet coalescence coating film video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,mixing_dispersion_and_wetting,0,60,"Droplets impact, spread, merge, and form a continuous layer.",principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion,principle_id=ENG_MIX_002; priority=core; reject=Reject isolated physics droplet demos unless process goal is coating or cleaning.; hard_negative_family=capillary rise; rain drops; diffusion
hot forging plastic deformation video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,Heated workpiece deforms progressively under hammer/press blows.,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding
heated metal hammer forging slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,Heated workpiece deforms progressively under hammer/press blows.,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding
press forging red hot steel video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,Heated workpiece deforms progressively under hammer/press blows.,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding
quenching hot steel cooling video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,"Hot part is immersed, vapor/boiling forms, and cooling progresses rapidly.",principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding,principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding
heat treatment quench boiling video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,"Hot part is immersed, vapor/boiling forms, and cooling progresses rapidly.",principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding,principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding
steel quench vapor blanket video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,thermal_process_control,0,60,"Hot part is immersed, vapor/boiling forms, and cooling progresses rapidly.",principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding,principle_id=ENG_THM_002; priority=core; reject=Reject simple dunking with no thermal response or material context.; hard_negative_family=Leidenfrost droplet; forging; welding
metal cutting chip formation slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Tool advances and continuous or segmented chips form and evacuate.,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing
orthogonal cutting shear plane video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Tool advances and continuous or segmented chips form and evacuate.,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing
lathe chip formation slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,Tool advances and continuous or segmented chips form and evacuate.,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing,principle_id=ENG_TOOL_001; priority=core; reject=Reject finished cuts without visible chip formation.; hard_negative_family=fracture impact; drilling; polishing
drilling chip evacuation slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,"Drill rotates, advances, and chips evacuate from the hole.",principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting,principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting
drill bit cutting chips video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,"Drill rotates, advances, and chips evacuate from the hole.",principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting,principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting
machining drilling process slow motion,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,tooling_force_and_precision,0,60,"Drill rotates, advances, and chips evacuate from the hole.",principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting,principle_id=ENG_TOOL_002; priority=core; reject=Reject hole already made or no visible chips.; hard_negative_family=sawing; cutting only; melting
mechanical resonance failure video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation
vibration amplitude growth structural failure video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation
rotating machinery resonance instability video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation
filter clogging flow rate time lapse,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation
channel blockage particle accumulation video,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation
fouling filter time lapse,engineered_systems_and_operations,__construct_after_principle_video_gate__,engineered_systems_and_operations,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation
