search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
water hammer pipe vibration video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer,279
transparent siphon liquid level video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues moving through a tube across height differences with visible level changes.,principle_id=PHY_FLU_003; priority=core; reject=Reject source-only siphon claims where no flow path or level change is visible.; hard_negative_family=capillary rise; pump-driven flow; diffusion; capability_label=DMR,principle_id=PHY_FLU_003; priority=core; reject=Reject source-only siphon claims where no flow path or level change is visible.; hard_negative_family=capillary rise; pump-driven flow; diffusion; capability_label=DMR,DMR,,,280
transparent siphon demonstration video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon,281
friction deceleration sliding block experiment,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,Sliding object decelerates until rest or thermal/frictional effects are visible.,principle_id=PHY_FOR_003; priority=core; reject=Reject clips that only show a stationary rough surface or a single final rest state.; hard_negative_family=air drag; elastic collision; rolling without slip; capability_label=DMR,principle_id=PHY_FOR_003; priority=core; reject=Reject clips that only show a stationary rough surface or a single final rest state.; hard_negative_family=air drag; elastic collision; rolling without slip; capability_label=DMR,DMR,,,282
sliding object slows down due to friction video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,motion_forces_and_energy,0,60,Sliding object decelerates until rest or thermal/frictional effects are visible.,principle_id=PHY_FOR_003; priority=core; reject=Reject clips that only show a stationary rough surface or a single final rest state.; hard_negative_family=air drag; elastic collision; rolling without slip; capability_label=DMR,principle_id=PHY_FOR_003; priority=core; reject=Reject clips that only show a stationary rough surface or a single final rest state.; hard_negative_family=air drag; elastic collision; rolling without slip; capability_label=DMR,DMR,,,283
driven oscillator resonance video,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,Amplitude grows under a repeated external drive near the resonant frequency.,principle_id=PHY_OSC_003; priority=core; reject=Reject videos that only show large vibration without a drive-frequency relation.; hard_negative_family=damping decay; collision rebound; random vibration; capability_label=DMR,principle_id=PHY_OSC_003; priority=core; reject=Reject videos that only show large vibration without a drive-frequency relation.; hard_negative_family=damping decay; collision rebound; random vibration; capability_label=DMR,DMR,,,284
mechanical resonance slow motion,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,Amplitude grows under a repeated external drive near the resonant frequency.,principle_id=PHY_OSC_003; priority=core; reject=Reject videos that only show large vibration without a drive-frequency relation.; hard_negative_family=damping decay; collision rebound; random vibration; capability_label=DMR,principle_id=PHY_OSC_003; priority=core; reject=Reject videos that only show large vibration without a drive-frequency relation.; hard_negative_family=damping decay; collision rebound; random vibration; capability_label=DMR,DMR,,,285
triple Axel slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel,286
droplet impact transition rebound wetting slow motion,physics_physical_systems,__construct_after_principle_video_gate__,physics_physical_systems,surface_and_capillary_processes,0,60,"Droplet contact angle decreases, spreads, or switches from rebound to wetting.",principle_id=PHY_SUR_003; priority=core; reject=Reject clips showing a final wet surface without spreading over time.; hard_negative_family=capillary rise; evaporation; precipitation; capability_label=DMR,principle_id=PHY_SUR_003; priority=core; reject=Reject clips showing a final wet surface without spreading over time.; hard_negative_family=capillary rise; evaporation; precipitation; capability_label=DMR,DMR,,,287
fish fast start S bend swimming video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,DMR,,,288
zebrafish escape response slow motion,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,DMR,,,289
embryogenesis cell division migration time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,germination_and_development,0,60,"Cleavage, gastrulation, or tissue formation is visible over time.",principle_id=BIO_DEV_001; priority=core; reject=Reject final embryo stage slides or pure text overlays.; hard_negative_family=plant germination; cell migration only; mitosis isolated; capability_label=DMR,principle_id=BIO_DEV_001; priority=core; reject=Reject final embryo stage slides or pure text overlays.; hard_negative_family=plant germination; cell migration only; mitosis isolated; capability_label=DMR,DMR,,,290
C elegans embryo development time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,germination_and_development,0,60,"Cleavage, gastrulation, or tissue formation is visible over time.",principle_id=BIO_DEV_001; priority=core; reject=Reject final embryo stage slides or pure text overlays.; hard_negative_family=plant germination; cell migration only; mitosis isolated; capability_label=DMR,principle_id=BIO_DEV_001; priority=core; reject=Reject final embryo stage slides or pure text overlays.; hard_negative_family=plant germination; cell migration only; mitosis isolated; capability_label=DMR,DMR,,,291
insect phototaxis light source video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Organisms redistribute toward/away from a light source or stimulus marker.,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis; capability_label=DMR,principle_id=BIO_TAX_002; priority=core; reject=Reject clips with a lamp but no moving organisms or no directional redistribution.; hard_negative_family=phototropism; random walk; chemotaxis; capability_label=DMR,DMR,,,292
magnetotactic bacteria magnetic field direction video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Cell bands or trajectories reorganize when magnetic field direction changes.,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion; capability_label=DMR,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion; capability_label=DMR,DMR,,,293
motion mimicry behavior video,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,The organism changes motion or posture to resemble another dynamic target.,capability_label=DCR; dynamic_concept_id=DCR_BIO_MIMIC_001; linked_principle_id=BIO_TAX_004; aliases=motion mimicry; behavioral mimicry; reject=Reject purely static camouflage.; hard_negative_concepts=camouflage stillness; courtship display; simple escape,capability_label=DCR; dynamic_concept_id=DCR_BIO_MIMIC_001; linked_principle_id=BIO_TAX_004; aliases=motion mimicry; behavioral mimicry; reject=Reject purely static camouflage.; hard_negative_concepts=camouflage stillness; courtship display; simple escape,DCR,DCR_BIO_MIMIC_001,dynamic mimicry,294
root hydrotropism water gradient time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,Root curvature changes toward wetter side over hours or days.,principle_id=BIO_TRO_003; priority=core; reject=Reject source-only hydrotropism setups without root curvature.; hard_negative_family=gravitropism; halotropism; germination; capability_label=DMR,principle_id=BIO_TRO_003; priority=core; reject=Reject source-only hydrotropism setups without root curvature.; hard_negative_family=gravitropism; halotropism; germination; capability_label=DMR,DMR,,,295
plant root growing toward water video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,Root curvature changes toward wetter side over hours or days.,principle_id=BIO_TRO_003; priority=core; reject=Reject source-only hydrotropism setups without root curvature.; hard_negative_family=gravitropism; halotropism; germination; capability_label=DMR,principle_id=BIO_TRO_003; priority=core; reject=Reject source-only hydrotropism setups without root curvature.; hard_negative_family=gravitropism; halotropism; germination; capability_label=DMR,DMR,,,296
seedling phototropism video,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,A shoot bends progressively toward a light source over time.,capability_label=DCR; dynamic_concept_id=DCR_BIO_PHOTO_001; linked_principle_id=BIO_TRO_001; aliases=shoot phototropism; plant bends toward light; reject=Reject clips without visible directional light or bending progression.; hard_negative_concepts=gravitropism; nastic folding; ordinary growth,capability_label=DCR; dynamic_concept_id=DCR_BIO_PHOTO_001; linked_principle_id=BIO_TRO_001; aliases=shoot phototropism; plant bends toward light; reject=Reject clips without visible directional light or bending progression.; hard_negative_concepts=gravitropism; nastic folding; ordinary growth,DCR,DCR_BIO_PHOTO_001,phototropism,297
cyclosis elodea microscopy video,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_water_relations_and_turgor,0,60,Chloroplasts or organelles circulate along cell edges or tracks.,capability_label=DCR; dynamic_concept_id=DCR_BIO_STREAM_001; linked_principle_id=BIO_TRA_003; aliases=cyclosis; chloroplast streaming; reject=Reject clips where organelle motion is not visible.; hard_negative_concepts=Brownian motion; cell division; camera drift,capability_label=DCR; dynamic_concept_id=DCR_BIO_STREAM_001; linked_principle_id=BIO_TRA_003; aliases=cyclosis; chloroplast streaming; reject=Reject clips where organelle motion is not visible.; hard_negative_concepts=Brownian motion; cell division; camera drift,DCR,DCR_BIO_STREAM_001,cytoplasmic streaming,298
blue bottle redox color cycle,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking turns the solution blue and resting fades it repeatedly.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,DCR,DCR_CHEM_BLUE_001,blue bottle reaction,299
molten lava flow front video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Surface crust wrinkles, breaks, or folds as the flow front moves.",principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier; capability_label=DMR,principle_id=EAR_GEO_003; priority=core; reject=Reject static lava images or glow-only clips.; hard_negative_family=pyroclastic current; mudflow; glacier; capability_label=DMR,DMR,,,300
rotating supercell cloud video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud base or storm structure rotates persistently with organized inflow/outflow.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,DCR,DCR_EAR_SUPER_001,supercell thunderstorm,301
granular segregation shaking video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Large particles rise or size layers form under shaking.,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,DCR,DCR_ENG_GRAN_001,Brazil nut effect,302
watch escapement slow motion,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,Oscillator motion locks/unlocks teeth and gear advances one step at a time.,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only; capability_label=DMR,principle_id=ENG_MCH_003; priority=core; reject=Reject clock face videos with no visible escapement action.; hard_negative_family=gear train; ratchet; pendulum only; capability_label=DMR,DMR,,,303
ratchet mechanism one way motion video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,Pawl engages teeth during one direction and slips/resets in the other.,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch; capability_label=DMR,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch; capability_label=DMR,DMR,,,304
feedback control overshoot demonstration,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,A controlled variable rises past target and oscillates or settles back.,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,DCR,DCR_ENG_PID_001,PID overshoot,305
closed loop process control demonstration,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,A disturbance or setpoint change is followed by actuator response and variable stabilization.,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow; capability_label=DMR,principle_id=ENG_PRS_003; priority=core; reject=Reject manually adjusted controls without closed-loop response.; hard_negative_family=open-loop valve; pressure relief; natural flow; capability_label=DMR,DMR,,,306
filter clogging flow rate time lapse,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,DMR,,,307
hydraulic shock valve closure video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer,308
siphon flow liquid level video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon,309
figure skating triple Axel takeoff landing,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel,310
larval fish predatory strike video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,animal_locomotion_and_biomechanics,0,60,S- or C-shaped bend is followed by rapid forward acceleration.,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,principle_id=BIO_LOC_004; priority=core; reject=Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.; hard_negative_family=phototaxis; peristalsis; passive drift; capability_label=DMR,DMR,,,311
seed germination radicle emergence time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,germination_and_development,0,60,"Seed swells, radicle emerges, shoot later elongates.",principle_id=BIO_DEV_002; priority=core; reject=Reject generic seedling growth after germination if radicle emergence is absent.; hard_negative_family=phototropism; leaf unfurling; fungal growth; capability_label=DMR,principle_id=BIO_DEV_002; priority=core; reject=Reject generic seedling growth after germination if radicle emergence is absent.; hard_negative_family=phototropism; leaf unfurling; fungal growth; capability_label=DMR,DMR,,,312
bean germination root shoot time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,germination_and_development,0,60,"Seed swells, radicle emerges, shoot later elongates.",principle_id=BIO_DEV_002; priority=core; reject=Reject generic seedling growth after germination if radicle emergence is absent.; hard_negative_family=phototropism; leaf unfurling; fungal growth; capability_label=DMR,principle_id=BIO_DEV_002; priority=core; reject=Reject generic seedling growth after germination if radicle emergence is absent.; hard_negative_family=phototropism; leaf unfurling; fungal growth; capability_label=DMR,DMR,,,313
magnetotaxis field reversal microscopy video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Cell bands or trajectories reorganize when magnetic field direction changes.,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion; capability_label=DMR,principle_id=BIO_TAX_003; priority=core; reject=Reject source-only magnetotaxis where field marker or movement bias is absent.; hard_negative_family=chemotaxis; phototaxis; Brownian motion; capability_label=DMR,DMR,,,314
bacteria run and tumble trajectory video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,DMR,,,315
mimic octopus dynamic mimicry video,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,The organism changes motion or posture to resemble another dynamic target.,capability_label=DCR; dynamic_concept_id=DCR_BIO_MIMIC_001; linked_principle_id=BIO_TAX_004; aliases=motion mimicry; behavioral mimicry; reject=Reject purely static camouflage.; hard_negative_concepts=camouflage stillness; courtship display; simple escape,capability_label=DCR; dynamic_concept_id=DCR_BIO_MIMIC_001; linked_principle_id=BIO_TAX_004; aliases=motion mimicry; behavioral mimicry; reject=Reject purely static camouflage.; hard_negative_concepts=camouflage stillness; courtship display; simple escape,DCR,DCR_BIO_MIMIC_001,dynamic mimicry,316
plant grows toward light time lapse,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_growth_and_tropisms,0,60,A shoot bends progressively toward a light source over time.,capability_label=DCR; dynamic_concept_id=DCR_BIO_PHOTO_001; linked_principle_id=BIO_TRO_001; aliases=shoot phototropism; plant bends toward light; reject=Reject clips without visible directional light or bending progression.; hard_negative_concepts=gravitropism; nastic folding; ordinary growth,capability_label=DCR; dynamic_concept_id=DCR_BIO_PHOTO_001; linked_principle_id=BIO_TRO_001; aliases=shoot phototropism; plant bends toward light; reject=Reject clips without visible directional light or bending progression.; hard_negative_concepts=gravitropism; nastic folding; ordinary growth,DCR,DCR_BIO_PHOTO_001,phototropism,317
chloroplast streaming time lapse,biology_living_systems,__construct_after_dcr_video_gate__,biology_living_systems,plant_water_relations_and_turgor,0,60,Chloroplasts or organelles circulate along cell edges or tracks.,capability_label=DCR; dynamic_concept_id=DCR_BIO_STREAM_001; linked_principle_id=BIO_TRA_003; aliases=cyclosis; chloroplast streaming; reject=Reject clips where organelle motion is not visible.; hard_negative_concepts=Brownian motion; cell division; camera drift,capability_label=DCR; dynamic_concept_id=DCR_BIO_STREAM_001; linked_principle_id=BIO_TRA_003; aliases=cyclosis; chloroplast streaming; reject=Reject clips where organelle motion is not visible.; hard_negative_concepts=Brownian motion; cell division; camera drift,DCR,DCR_BIO_STREAM_001,cytoplasmic streaming,318
reversible color change shaking reaction,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking turns the solution blue and resting fades it repeatedly.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,DCR,DCR_CHEM_BLUE_001,blue bottle reaction,319
mesocyclone time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud base or storm structure rotates persistently with organized inflow/outflow.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,DCR,DCR_EAR_SUPER_001,supercell thunderstorm,320
vibration size segregation video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Large particles rise or size layers form under shaking.,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,DCR,DCR_ENG_GRAN_001,Brazil nut effect,321
pawl ratchet intermittent motion slow motion,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,Pawl engages teeth during one direction and slips/resets in the other.,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch; capability_label=DMR,principle_id=ENG_MCH_004; priority=core; reject=Reject tools using ratchets without visible pawl-tooth sequence.; hard_negative_family=escapement; gear train; clutch; capability_label=DMR,DMR,,,322
mechanical resonance failure video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,DMR,,,323
